Id,label
img_000036.jpg,0.017452048
img_000040.jpg,0.00035642128
img_000076.jpg,0.006579806
img_000089.jpg,0.98550767
img_000096.jpg,0.00012866534
img_000099.jpg,0.99337065
img_000110.jpg,0.051197875
img_000111.jpg,0.99686605
img_000115.jpg,0.9898011
img_000121.jpg,0.9896668
img_000125.jpg,1.0
img_000128.jpg,0.16681989
img_000129.jpg,0.999838
img_000138.jpg,0.1665757
img_000145.jpg,0.9955314
img_000150.jpg,2.3922643e-05
img_000151.jpg,0.99974686
img_000152.jpg,0.09378391
img_000157.jpg,0.99924856
img_000159.jpg,0.81889534
img_000162.jpg,0.26699117
img_000177.jpg,0.999057
img_000181.jpg,0.42356318
img_000191.jpg,0.99982125
img_000192.jpg,0.8032497
img_000197.jpg,0.97009313
img_000199.jpg,0.36615732
img_000211.jpg,0.9999473
img_000213.jpg,0.9996722
img_000220.jpg,0.0071170134
img_000222.jpg,0.00092169095
img_000223.jpg,0.9859574
img_000226.jpg,0.15392567
img_000227.jpg,0.9991972
img_000238.jpg,0.009743804
img_000252.jpg,0.15154265
img_000254.jpg,0.03070088
img_000262.jpg,0.012490982
img_000267.jpg,0.9905681
img_000268.jpg,0.0067475904
img_000272.jpg,0.00021040485
img_000274.jpg,0.020906556
img_000275.jpg,0.98848265
img_000278.jpg,0.0020569544
img_000279.jpg,0.9997131
img_000281.jpg,0.9999857
img_000314.jpg,0.0010692867
img_000315.jpg,0.9963714
img_000324.jpg,4.8818805e-05
img_000331.jpg,0.99023986
img_000342.jpg,0.24912104
img_000343.jpg,0.9989717
img_000345.jpg,0.7350725
img_000348.jpg,0.0007732431
img_000355.jpg,0.9905629
img_000357.jpg,0.96029115
img_000370.jpg,0.00083325297
img_000374.jpg,0.0008963788
img_000379.jpg,0.98958534
img_000380.jpg,0.00094213744
img_000381.jpg,0.99697447
img_000384.jpg,0.020971479
img_000400.jpg,0.06558825
img_000401.jpg,0.9991191
img_000411.jpg,0.9825906
img_000417.jpg,0.9998641
img_000420.jpg,0.006956183
img_000431.jpg,0.9978599
img_000432.jpg,0.15827172
img_000434.jpg,0.00044191102
img_000437.jpg,0.9970692
img_000440.jpg,0.94796526
img_000442.jpg,0.000369751
img_000445.jpg,0.3941648
img_000447.jpg,0.88194114
img_000451.jpg,0.9451067
img_000453.jpg,0.9895838
img_000455.jpg,0.9984762
img_000457.jpg,0.99756694
img_000458.jpg,0.0015222455
img_000459.jpg,0.9537606
img_000461.jpg,0.9206258
img_000471.jpg,0.9999169
img_000474.jpg,0.0051233666
img_000475.jpg,0.99936396
img_000477.jpg,0.99945956
img_000479.jpg,0.9731636
img_000482.jpg,0.14327458
img_000485.jpg,0.99916184
img_000500.jpg,0.001998459
img_000502.jpg,0.5379703
